czas,amplituda
0.0,1.0
0.002004008016032064,5.188533107875565
0.004008016032064128,0.9801593875740776
0.0060120240480961915,0.9703871918834326
0.008016032064128256,0.9607124250495909
0.01002004008016032,0.9511341157061942
0.012024048096192383,0.9416513021714139
0.014028056112224447,0.9322630323513952
0.01603206412825651,0.9229683636446657
0.018036072144288574,0.913766362847496
0.02004008016032064,0.9046561060602041
0.022044088176352703,0.895636678594394
0.024048096192384766,0.8867071748811194
0.026052104208416832,0.8778666983799622
0.028056112224448895,0.8691143614890184
0.03006012024048096,0.8604492854557813
0.03206412825651302,0.8518706002889118
0.03406813627254509,0.8433774446708912
0.03607214428857715,0.8349689658715417
0.038076152304609215,0.8266443196624113
0.04008016032064128,0.8184026702320112
0.04208416833667334,0.8102431901018989
0.044088176352705406,0.8021650600435978
0.04609218436873747,0.7941674689963442
0.04809619238476953,0.786249613985656
0.0501002004008016,0.778410700042712
0.052104208416833664,0.7706499401245355
0.05410821643286573,0.7629665550349736
0.05611222444889779,0.7553597733464643
0.058116232464929855,0.7478288313225835
0.06012024048096192,6.093189579335743
0.06212424849699398,0.7329914493193815
0.06412825651302605,0.725683519636591
0.06613226452905811,0.7184484500619206
0.06813627254509018,0.7112855141796021
0.07014028056112225,0.7041939928162373
0.0721442885771543,0.6971731739685917
0.07414829659318636,0.6902223527321076
0.07615230460921843,0.6833408312301307
0.0781563126252505,0.6765279185438415
0.08016032064128256,0.669782930642886
0.08216432865731463,0.6631051903166971
0.08416833667334668,0.6564940271065021
0.08617234468937875,0.649948777238006
0.08817635270541081,0.6434687835547489
0.09018036072144288,0.6370533954521246
0.09218436873747494,0.6307019688120593
0.09418837675350701,0.624413865938341
0.09619238476953906,0.618188455492593
0.09819639278557113,0.6120251124308865
0.1002004008016032,0.6059232179409849
0.10220440881763526,0.5998821593802137
0.10420841683366733,0.5939013302139501
0.1062124248496994,0.5879801299547255
0.10821643286573146,0.5821179641019354
0.11022044088176351,0.5763142440821504
0.11222444889779558,0.5705683871900219
0.11422845691382764,0.5648798165297779
0.11623246492985971,0.559247960957301
0.11823647294589178,0.5536722550227844
0.12024048096192384,0.5481521389139598
0.1222444889779559,0.5426870583998908
0.12424849699398796,0.5372764647753275
0.12625250501002003,0.5319198148056147
0.1282565130260521,0.5266165706721505
0.13026052104208416,0.5213661999183881
0.13226452905811623,0.5161681753963759
0.1342685370741483,0.5110219752138313
0.13627254509018036,0.5059270826817409
0.13827655310621242,4.696129245624615
0.1402805611222445,0.49588917951847483
0.14228456913827653,0.4909451610613118
0.1442885771543086,0.48605043450144025
0.14629258517034066,0.48120450839831225
0.14829659318637273,0.4764068962110459
0.1503006012024048,0.4716571162495748
0.15230460921843686,0.46695469162628594
0.15430861723446893,0.4622991502081387
0.156312625250501,0.45769002456926267
0.15831663326653306,0.45312685194402574
0.16032064128256512,0.448609174180573
0.1623246492985972,0.44413653769482603
0.16432865731462926,0.4397084934249431
0.16633266533066132,6.404207235349283
0.16833667334669336,0.43098440762651263
0.17034068136272543,0.42668749018192537
0.1723446893787575,0.4224334130331792
0.17434869739478956,0.4182217490622362
0.17635270541082163,0.4140520754094283
0.1783567134268537,0.409923973431001
0.18036072144288576,5.26225751694076
0.18236472945891782,0.4017908307500624
0.1843687374749499,0.39778497346340785
0.18637274549098196,0.393819054600861
0.18837675350701402,0.3898926759760646
0.1903807615230461,0.38600544337258214
0.19238476953907813,0.38215696650431774
0.1943887775551102,0.3783468589763304
0.19639278557114226,0.3745747382460394
0.19839679358717432,0.3708402255848159
0.2004008016032064,0.36714294603995834
0.20240480961923846,0.363482528397046
0.20440881763527052,0.35985860514266815
0.2064128256513026,0.35627081242752573
0.20841683366733466,0.3527187900298994
0.21042084168336672,0.3492021813194828
0.2124248496993988,0.34572063322157587
0.21442885771543085,0.3422737961816361
0.21643286573146292,5.140462427310136
0.21843687374749496,0.3354828744480472
0.22044088176352702,4.184527163088845
0.2224448897795591,0.32882668876058907
0.22444889779559116,0.3255482844606227
0.22645290581162322,0.3223025658735908
0.2284569138276553,0.31908920712271555
0.23046092184368736,0.31590788558021254
0.23246492985971942,0.3127582818348989
0.2344689378757515,0.3096400796601229
0.23647294589178355,0.30655296598201526
0.23847695390781562,0.30349663084805467
0.24048096192384769,0.3004707673959491
0.24248496993987975,0.2974750718228252
0.2444889779559118,0.29450924335472656
0.24649298597194386,0.2915729842164151
0.24849699398797592,0.28866599960147377
0.250501002004008,0.2857879976427076
0.25250501002004005,0.28293868938283945
0.2545090180360721,0.2801177887454982
0.2565130260521042,0.27732501250649605
0.25851703406813625,0.27456008026539236
0.2605210420841683,0.27182271441734057
0.2625250501002004,0.2691126401252166
0.26452905811623245,0.26642958529202393
0.2665330661322645,0.2637732805335754
0.2685370741482966,0.26114345915144566
0.27054108216432865,0.2585398571061946
0.2725450901803607,6.9682674343341535
0.2745490981963928,0.25341026800469724
0.27655310621242485,0.2508837659272241
0.2785571142284569,0.2483824530924669
0.280561122244489,0.2459060783635062
0.282565130260521,0.24345439310725947
0.28456913827655306,0.2410271511695174
0.2865731462925851,0.23862410885023017
0.2885771543086172,0.23624502487903884
0.29058116232464926,0.2338896603910516
0.2925851703406813,0.23155777890286136
0.2945891783567134,0.22924914628880214
0.29659318637274545,6.2122810396973085
0.2985971943887775,0.22470070282831242
0.3006012024048096,0.22246043530886492
0.30260521042084165,0.2202425032716635
0.3046092184368737,0.2180466840317998
0.3066132264529058,0.21587275712453546
0.30861723446893785,0.21372050428316725
0.3106212424849699,0.21158970941711228
0.312625250501002,0.20948015859021227
0.31462925851703405,0.2073916399992538
0.3166332665330661,0.20532394395270304
0.3186372745490982,0.20327686284965216
0.32064128256513025,0.2012501911589757
0.3226452905811623,0.19924372539869484
0.3246492985971944,0.19725726411554761
0.32665330661322645,0.1952906078647624
0.3286573146292585,0.19334355919003324
0.3306613226452906,0.19141592260369486
0.33266533066132264,0.18950750456709536
0.33466933867735466,0.1876181134711646
0.3366733466933867,0.18574755961717598
0.3386773547094188,0.1838956551977005
0.34068136272545085,0.18206221427775066
0.3426853707414829,0.18024705277611186
0.344689378757515,0.17844998844686058
0.34669338677354705,0.17667084086106624
0.3486973947895791,0.17490943138867607
0.3507014028056112,0.17316558318058
0.35270541082164325,0.17143912115085488
0.3547094188376753,0.16972987195918526
0.3567134268537074,0.16803766399346
0.35871743486973945,0.16636232735254164
0.3607214428857715,0.16470369382920838
0.3627254509018036,0.16306159689326544
0.36472945891783565,0.16143587167482526
0.3667334669338677,0.15982635494775416
0.3687374749498998,0.1582328851132841
0.37074148296593185,0.15665530218378784
0.3727454909819639,0.15509344776671594
0.374749498997996,0.15354716504869356
0.37675350701402804,0.15201629877977646
0.3787575150300601,0.15050069525786328
0.3807615230460922,0.1490002023132637
0.38276553106212424,0.14751466929342014
0.38476953907815625,0.14604394704778223
0.3867735470941883,0.1445878879128313
0.3887775551102204,0.14314634569725523
0.39078156312625245,0.14171917566727013
0.3927855711422845,0.1403062345320889
0.3947895791583166,0.13890738042953457
0.39679358717434865,0.13752247291179714
0.3987975951903807,0.13615137293133206
0.4008016032064128,0.13479394282689977
0.40280561122244485,0.13345004630974425
0.4048096192384769,0.1321195484499093
0.406813627254509,0.13080231566269124
0.40881763527054105,0.12949821569522676
0.4108216432865731,0.12820711761321457
0.4128256513026052,0.12692889178776923
0.41482965931863724,5.035419560216656
0.4168336673346693,0.12441054484015628
0.4188376753507014,0.12317017087080949
0.42084168336673344,0.12194216343828491
0.4228456913827655,0.12072639924812714
0.4248496993987976,0.1195227562351274
0.42685370741482964,0.11833111355106785
0.4288577154308617,0.1171513515525882
0.4308617234468938,0.11598335178917331
0.43286573146292584,0.11482699699126034
0.4348697394789579,0.11368217105846488
0.4368737474949899,0.1125487590479242
0.438877755511022,0.11142664716275649
0.44088176352705405,0.11031572274063584
0.4428857715430861,0.10921587424248025
0.4448897795591182,0.10812699124125333
0.44689378757515025,0.1070489644108769
0.4488977955911823,0.10598168551525454
0.4509018036072144,0.10492504739740434
0.45290581162324645,0.10387894396870036
0.4549098196392785,0.10284327019822087
0.4569138276553106,0.10181792210220328
0.45891783567134264,0.10080279673360358
0.4609218436873747,0.09979779217176067
0.4629258517034068,0.09880280751216308
0.46492985971943884,0.09781774285631804
0.4669338677354709,0.09684249930172126
0.468937875751503,0.09587697893192727
0.47094188376753504,0.09492108480671813
0.4729458917835671,0.09397472095237058
0.4749498997995992,0.09303779235201994
0.47695390781563124,0.09211020493612036
0.4789579158316633,0.09119186557300003
0.48096192384769537,0.09028268205951054
